2024-01-01 00:00:00,Новый Год
2024-01-07 00:00:00,Рождество Христово
2024-01-11 00:00:00,День заповедников и национальных парков России
2024-01-12 00:00:00,День работника прокуратуры Российской Федерации
2024-01-13 00:00:00,День Российской печати
2024-01-14 00:00:00,Старый Новый год
2024-01-14 00:00:00,День создания трубопроводных войск России
2024-01-15 00:00:00,День образования Следственного комитета Российской федерации
2024-01-19 00:00:00,Крещение Господне
2024-01-20 00:00:00,День Республики Крым
2024-01-21 00:00:00,День инженерных войск России
2024-01-25 00:00:00,День российского студенчества (Татьянин день)
2024-01-25 00:00:00,День штурмана Военно-Морского Флота России
2024-01-27 00:00:00,День воинской славы России - День полного освобождения Ленинграда от фашистской блокады
2024-01-27 00:00:00,День памяти жертв Холокоста
2024-01-31 00:00:00,Международный день ювелира
2024-02-01 00:00:00,День работника лифтового хозяйства
2024-02-02 00:00:00,День воинской славы России - День разгрома советскими войсками немецко-фашистских войск в Сталинградской битве
2024-02-07 00:00:00,День российского бизнес-образования
2024-02-08 00:00:00,День российской науки
2024-02-08 00:00:00,День военного топографа в России
2024-02-09 00:00:00,День гражданской авиации России
2024-02-10 00:00:00,День зимних видов спорта в России
2024-02-10 00:00:00,День дипломатического работника в России
2024-02-14 00:00:00,День Святого Валентина (день влюбленных)
2024-02-15 00:00:00,День памяти о россиянах, исполнявших служебный долг за пределами России
2024-02-16 00:00:00,День архива Минэнерго
2024-02-17 00:00:00,День российских студенческих отрядов
2024-02-17 00:00:00,День Службы горючего Вооруженных Сил России
2024-02-18 00:00:00,транспортной полиции России
2024-02-18 00:00:00,День продовольственной и вещевой службы ВС России
2024-02-21 00:00:00,Международный день родного языка
2024-02-23 00:00:00,День защитника Отечества
2024-02-27 00:00:00,День Сил специальных операций в России
2024-03-01 00:00:00,День Забайкальского края
2024-03-01 00:00:00,День эксперта-криминалиста в России
2024-03-01 00:00:00,День хостинг-провайдера в России
2024-03-01 00:00:00,День кошек в России
2024-03-05 00:00:00,День театрального кассира
2024-03-08 00:00:00,Международный женский день
2024-03-10 00:00:00,День архивов в России
2024-03-11 00:00:00,День работников геодезии и картографии России
2024-03-11 00:00:00,День работника органов наркоконтроля России
2024-03-11 00:00:00,День сотрудников частных охранных агентств в России
2024-03-12 00:00:00,День работника уголовно-исполнительной системы России
2024-03-18 00:00:00,День воссоединения Крыма с Россией
2024-03-18 00:00:00,День работников бытового обслуживания населения и жилищно-коммунального хозяйства в России
2024-03-19 00:00:00,День моряка-подводника в России
2024-03-22 00:00:00,Всемирный день водных ресурсов
2024-03-23 00:00:00,День работников гидрометеорологической службы России
2024-03-24 00:00:00,День штурманской службы ВВС России
2024-03-25 00:00:00,День работника культуры России
2024-03-27 00:00:00,Всемирный день театра
2024-03-29 00:00:00,День специалиста юридической службы ВС России
2024-04-01 00:00:00,День смеха (День дурака)
2024-04-02 00:00:00,День единения народов России и Беларуси
2024-04-05 00:00:00,День принятия Степного Уложения (Конституции) Республики Калмыкия
2024-04-06 00:00:00,День работников следственных органов МВД России
2024-04-07 00:00:00,День памяти погибших подводников
2024-04-08 00:00:00,День Российской анимации
2024-04-08 00:00:00,День войск противовоздушной обороны России
2024-04-08 00:00:00,День сотрудников военных комиссариатов в России
2024-04-11 00:00:00,День конституции Республики Крым
2024-04-12 00:00:00,День космонавтики
2024-04-13 00:00:00,День мецената и благотворителя в России
2024-04-15 00:00:00,День специалиста по радиоэлектронной борьбе ВС России
2024-04-17 00:00:00,День ветеранов органов внутренних дел и внутренних войск МВД России
2024-04-18 00:00:00,Международный день памятников и исторических мест
2024-04-19 00:00:00,День российской полиграфии
2024-04-19 00:00:00,День работника ломоперерабатывающей отрасли России
2024-04-20 00:00:00,Национальный день донора в России
2024-04-21 00:00:00,День главного бухгалтера в России
2024-04-21 00:00:00,День местного самоуправления в России
2024-04-26 00:00:00,День участников ликвидации последствий радиационных аварий и катастроф и памяти жертв этих аварий и катастроф
2024-04-26 00:00:00,День нотариата в России
2024-04-27 00:00:00,День российского парламентаризма
2024-04-27 00:00:00,День образования Республики Саха
2024-04-28 00:00:00,День работников скорой медицинской помощи
2024-04-28 00:00:00,День химической безопасности
2024-04-30 00:00:00,День пожарной охраны России
2024-05-01 00:00:00,Праздник Весны и Труда
2024-05-05 00:00:00,День водолаза в России
2024-05-05 00:00:00,День шифровальщика в России
2024-05-06 00:00:00,День святого Георгия Победоносца
2024-05-07 00:00:00,День радио
2024-05-07 00:00:00,День создания вооруженных сил России
2024-05-07 00:00:00,День связиста и специалиста радиотехнической службы ВМФ России
2024-05-08 00:00:00,День работников Федеральной службы по военно-техническому сотрудничеству России
2024-05-08 00:00:00,День оперативного работника уголовно-исполнительной системы России
2024-05-09 00:00:00,День Победы
2024-05-13 00:00:00,День Черноморского флота ВМФ России
2024-05-13 00:00:00,День охранно-конвойной службы МВД России
2024-05-14 00:00:00,День фрилансера в России
2024-05-15 00:00:00,Международный день семей
2024-05-17 00:00:00,Всемирный день электросвязи и информационного общества
2024-05-18 00:00:00,Международный день музеев
2024-05-18 00:00:00,День Балтийского флота ВМФ России
2024-05-19 00:00:00,День ставропольского края
2024-05-21 00:00:00,День полярника в России
2024-05-21 00:00:00,День Тихоокеанского флота ВМФ России
2024-05-21 00:00:00,День военного переводчика в России
2024-05-21 00:00:00,День инвентаризатора
2024-05-24 00:00:00,День славянской письменности и культуры
2024-05-24 00:00:00,День кадровика в России
2024-05-25 00:00:00,День филолога
2024-05-25 00:00:00,День сварщика в России
2024-05-26 00:00:00,День российского предпринимательства
2024-05-27 00:00:00,Общероссийский день библиотек (День библиотекаря)
2024-05-27 00:00:00,День химика в России
2024-05-28 00:00:00,День пограничника в России
2024-05-29 00:00:00,День военного автомобилиста ВС России
2024-05-29 00:00:00,День ветеранов таможенной службы
2024-05-31 00:00:00,День российской адвокатуры
2024-06-01 00:00:00,Международный день защиты детей
2024-06-01 00:00:00,День Северного флота ВМФ России
2024-06-04 00:00:00,День крановщика
2024-06-05 00:00:00,День эколога
2024-06-06 00:00:00,День русского языка
2024-06-08 00:00:00,День Республики Карелия
2024-06-09 00:00:00,День пивовара в России
2024-06-09 00:00:00,День мебельщика в России
2024-06-10 00:00:00,День работников текстильной и легкой промышленности
2024-06-12 00:00:00,День России
2024-06-14 00:00:00,День работника миграционной службы России
2024-06-17 00:00:00,День медицинского работника
2024-06-20 00:00:00,День специалиста минно-торпедной службы ВМФ России
2024-06-21 00:00:00,День кинолога
2024-06-22 00:00:00,День памяти и скорби - день начала Великой Отечественной войны
2024-06-23 00:00:00,День балалайки
2024-06-24 00:00:00,День Республики Чувашия
2024-06-27 00:00:00,День молодежи России
2024-06-29 00:00:00,День партизан и подпольщиков России
2024-06-29 00:00:00,День кораблестроителя России
2024-06-30 00:00:00,День сотрудника службы охраны уголовно-исполнительной системы Министерства юстиции России
2024-06-30 00:00:00,День изобретателя и рационализатора в России
2024-07-01 00:00:00,День работников морского и речного флота России
2024-07-01 00:00:00,День ветеранов боевых действий
2024-07-03 00:00:00,День ГАИ России
2024-07-03 00:00:00,День образования Республики Алтай
2024-07-03 00:00:00,День республики Хакасия
2024-07-07 00:00:00,День Ивана Купала
2024-07-08 00:00:00,День любви, семьи и верности
2024-07-08 00:00:00,День российской почты
2024-07-08 00:00:00,День рыбака в России
2024-07-11 00:00:00,День светооператора
2024-07-15 00:00:00,День Металлурга
2024-07-17 00:00:00,День основания морской авиации ВМФ России
2024-07-19 00:00:00,День юридической службы Министерства внутренних дел России
2024-07-24 00:00:00,День кадастрового инженера в России
2024-07-25 00:00:00,День сотрудника органов следствия Российской Федерации
2024-07-25 00:00:00,День речной полиции в России
2024-07-26 00:00:00,День парашютиста в России
2024-07-28 00:00:00,День Крещения Руси
2024-07-28 00:00:00,День PR-специалиста в России
2024-07-29 00:00:00,День Военно-Морского Флота России
2024-07-27 00:00:00,День работников торговли в 2024 году (Четвертая суббота июля)
2024-08-01 00:00:00,День Тыла Вооруженных Сил России
2024-08-01 00:00:00,Всероссийский день инкассатора
2024-08-02 00:00:00,День Воздушно-десантных войск России
2024-08-05 00:00:00,День железнодорожника в России
2024-08-06 00:00:00,День Железнодорожных войск в России
2024-08-07 00:00:00,День Службы специальной связи и информации Федеральной службы охраны России
2024-08-11 00:00:00,День физкультурника в России
2024-08-12 00:00:00,День Военно-воздушных сил России
2024-08-12 00:00:00,День строителя
2024-08-15 00:00:00,День Республики Тыва
2024-08-19 00:00:00,День Воздушного Флота России
2024-08-22 00:00:00,День Государственного флага Российской Федерации
2024-08-22 00:00:00,День Республики Коми
2024-08-26 00:00:00,День шахтера в России
2024-08-27 00:00:00,День российского кино
2024-08-30 00:00:00,День Республики Татарстан
2024-09-01 00:00:00,День знаний в России
2024-09-02 00:00:00,День российской гвардии
2024-09-02 00:00:00,День работников нефтяной, газовой и топливной промышленности в России
2024-09-02 00:00:00,День патрульно-постовой службы полиции МВД России
2024-09-03 00:00:00,День солидарности в борьбе с терроризмом
2024-09-04 00:00:00,День специалиста по ядерному обеспечению России
2024-09-08 00:00:00,День Новороссийского военно-морского района
2024-09-08 00:00:00,День финансиста в России
2024-09-09 00:00:00,День танкиста в России
2024-09-13 00:00:00,День программиста в России
2024-09-13 00:00:00,День парикмахера в России
2024-09-16 00:00:00,День работников леса в России
2024-09-19 00:00:00,День оружейника в России
2024-09-24 00:00:00,День Государственного герба и Государственного флага республики Крым
2024-09-27 00:00:00,День воспитателя и всех дошкольных работников в России
2024-09-28 00:00:00,День работников атомной промышленности в России
2024-09-28 00:00:00,День генерального директора в России
2024-09-29 00:00:00,День отоларинголога
2024-09-30 00:00:00,День машиностроителя в России
2024-09-18 00:00:00,День HR-менеджера в 2024 году (Третья среда сентября)
2024-10-01 00:00:00,День пожилых людей
2024-10-01 00:00:00,День сухопутных войск России
2024-10-04 00:00:00,День космических войск России
2024-10-04 00:00:00,День гражданской обороны МЧС России
2024-10-05 00:00:00,День учителя в России
2024-10-05 00:00:00,День образования Республики Адыгея
2024-10-05 00:00:00,День работников уголовного розыска России
2024-10-06 00:00:00,День российского страховщика
2024-10-07 00:00:00,День образования штабных подразделений МВД России
2024-10-08 00:00:00,День командира наводного, подводного и воздушного корабля ВМФ России
2024-10-11 00:00:00,День Республики Башкортостан
2024-10-14 00:00:00,День работника сельского хозяйства и перерабатывающей промышленности в России
2024-10-14 00:00:00,День работников заповедного дела в России
2024-10-20 00:00:00,День военного связиста в России
2024-10-21 00:00:00,День работников пищевой промышленности России
2024-10-21 00:00:00,День работников дорожного хозяйства в России
2024-10-22 00:00:00,День финансово-экономической службы ВС России
2024-10-23 00:00:00,День работников рекламы в России
2024-10-24 00:00:00,День подразделений специального назначения ВС России
2024-10-25 00:00:00,День Приморского края
2024-10-25 00:00:00,День таможенника Российской Федерации
2024-10-25 00:00:00,День работника кабельной промышленности в России
2024-10-27 00:00:00,Всероссийский день гимнастики
2024-10-28 00:00:00,День автомобилиста в России
2024-10-28 00:00:00,День бабушек и дедушек
2024-10-29 00:00:00,День работников вневедомственной охраны Росгвардии
2024-10-30 00:00:00,День инженера-механика в России
2024-10-31 00:00:00,День сурдопереводчика в России
2024-10-31 00:00:00,День работников СИЗО и тюрем в России
2024-11-01 00:00:00,День судебного пристава в России
2024-11-04 00:00:00,День народного единства
2024-11-05 00:00:00,День военного разведчика в России
2024-11-07 00:00:00,День Октябрьской революции 1917 года в России
2024-11-08 00:00:00,День памяти погибших при исполнении служебных обязанностей сотрудников органов внутренних дел и военнослужащих внутренних войск МВД России
2024-11-10 00:00:00,День сотрудника органов внутренних дел Российской Федерации
2024-11-11 00:00:00,День экономиста в России
2024-11-11 00:00:00,День работника восстановительного поезда в России
2024-11-12 00:00:00,День работников Сбербанка России
2024-11-12 00:00:00,День специалиста по безопасности в России
2024-11-13 00:00:00,День войск радиационной, химической и биологической защиты России
2024-11-14 00:00:00,День социолога в России
2024-11-15 00:00:00,Всероссийский день призывника
2024-11-17 00:00:00,День участкового в России
2024-11-18 00:00:00,День рождения Деда Мороза
2024-11-19 00:00:00,День ракетных войск и артиллерии в России
2024-11-19 00:00:00,День работника стекольной промышленности
2024-11-21 00:00:00,День работника налоговых органов Российской федерации
2024-11-21 00:00:00,День бухгалтера в России
2024-11-22 00:00:00,День психолога в России
2024-11-25 00:00:00,День российского военного миротворца
2024-11-25 00:00:00,День матери в России
2024-11-27 00:00:00,День морской пехоты России
2024-11-27 00:00:00,День оценщика в России
2024-12-01 00:00:00,Всемирный день борьбы со СПИДом
2024-12-01 00:00:00,Всероссийский день хоккея
2024-12-02 00:00:00,День банковского работника России
2024-12-02 00:00:00,День Пермского края
2024-12-03 00:00:00,День неизвестного солдата
2024-12-03 00:00:00,Международный день инвалидов
2024-12-03 00:00:00,День юриста в России
2024-12-07 00:00:00,День инженерно-авиационной службы ВКС России
2024-12-09 00:00:00,День Героев Отечества в России
2024-12-09 00:00:00,День ведомственной охраны железнодорожного транспорта России
2024-12-12 00:00:00,День Конституции Российской Федерации
2024-12-15 00:00:00,День памяти журналистов, погибших при исполнении профессиональных обязанностей
2024-12-17 00:00:00,День ракетных войск стратегического назначения Вооруженных Сил России
2024-12-17 00:00:00,День сотрудников фельдъегерской службы России
2024-12-18 00:00:00,День работников ЗАГСа в России
2024-12-18 00:00:00,День подразделений собственной безопасности органов внутренних дел России
2024-12-19 00:00:00,День военной контрразведки в России
2024-12-19 00:00:00,День снабженца в России
2024-12-20 00:00:00,День работника органов государственной безопасности РФ
2024-12-22 00:00:00,День энергетика в России
2024-12-23 00:00:00,День дальней авиации ВВС России
2024-12-27 00:00:00,День спасателя Российской Федерации
2024-03-11 00:00:00,Масленица в 2024 году
2024-03-12 00:00:00,Масленица в 2024 году
2024-03-13 00:00:00,Масленица в 2024 году
2024-03-14 00:00:00,Масленица в 2024 году
2024-03-15 00:00:00,Масленица в 2024 году
2024-03-16 00:00:00,Масленица в 2024 году
2024-03-17 00:00:00,Масленица в 2024 году
2024-05-05 00:00:00,Пасха в 2024 году
2024-09-07 00:00:00,День города Москвы в 2024 году
2024-09-08 00:00:00,День города Москвы в 2024 году
2024-02-10 00:00:00,Сагаалган в 2024 году
1789-07-14 00:00:00,День взятия Бастилии
2024-10-10 00:00:00,Всемирный день психического здоровья

ДНИ РОЖДЕНИЙ
1951-11-30 00:00:00,д.р. дедушки Сережи
1951-05-14 00:00:00,д.р. бабушки Тани
1975-08-25 00:00:00,д.р. тети Туяны
1977-09-25 00:00:00,д.р. папы Гены
1984-09-04 00:00:00,д.р. тети Нины
1990-12-04 00:00:00,д.р. тети Даримы
1979-08-08 00:00:00,д.р. мамы Тани
1983-11-19 00:00:00,д.р. дяди Вани
2001-06-07 00:00:00,д.р. Тамира
2003-03-03 00:00:00,д.р. Марата
2009-02-07 00:00:00,д.р. Дари
2009-10-05 00:00:00,д.р. Коли
2012-07-22 00:00:00,д.р. Кати
2013-11-12 00:00:00,д.р. Умы
2015-02-01 00:00:00,д.р. Левы
2018-03-30 00:00:00,д.р. Сережи
1964-03-17 00:00:00,д.р. Бадмаев Борис Геннадьевич
1989-03-24 00:00:00,д.р. Пурбо
1992-07-17 00:00:00,д.р. Булат
1966-07-28 00:00:00,д.р. Цивилев Дмитрий Петрович
1976-10-15 00:00:00,д.р. Лена (жена Димы Цивилева)
2003-02-06 00:00:00,д.р. Никита (сын Димы Цивилева)
2007-06-29 00:00:00,д.р. Егор (сын Димы Цивилева)
1967-03-18 00:00:00,д.р. Матханова Дарима Геннадьевна
1965-02-25 00:00:00,д.р. Матханов Иринчей Эдуардович
1992-04-03 00:00:00,д.р. Арюна (дочь Даримы)
1993-10-03 00:00:00,д.р. Танюра (дочь Даримы)
2000-08-10 00:00:00,д.р. Доржей (сын Даримы)
2003-03-10 00:00:00,д.р. Эрдэни (сын Даримы)
1971-12-26 00:00:00,д.р. Бадмаева Елена Юрьевна
1971-03-14 00:00:00,д.р. Бадмаев Санал Васильевич
1999-10-08 00:00:00,д.р. Алдар (сын Лены)
2005-11-18 00:00:00,д.р. Айса (дочь Лены)
1976-03-28 00:00:00,д.р. Бадмаева Наталья Юрьевна
2003-07-06 00:00:00,д.р. Артем (сын Наташи)
